N,P,K,temperature,humidity,ph,rainfall,label
106.98,68.16,72.65,18.75,67.91,7.24,94.21,Chilli
58.4,32.06,57.62,19.08,52.3,6.61,64.08,Beetroot
46.62,27.87,55.75,24.35,59.79,7.11,81.85,Beetroot
42.26,34.48,26.87,25.69,48.75,6.12,120.97,Red Gram
75.39,36.75,52.66,22.42,81.84,5.43,157.34,Coffee
40.51,28.67,29.46,27.99,59.86,7.54,91.24,Black Gram
47.53,35.27,35.92,25.25,55.46,6.42,73.17,Field Bean
51.67,38.45,33.25,31.76,54.36,6.12,64.68,Sesame
99.51,47.28,55.5,30.78,86.84,6.77,267.1,Rice
107.17,46.72,97.7,24.9,65.42,5.37,236.68,Mango
100.18,57.2,96.08,18.47,65.17,5.44,65.16,Potato
64.31,28.7,29.08,20.44,48.98,6.53,50.2,Mustard
41.92,30.62,49.08,28.84,61.43,7.45,80.43,Bottle Gourd
37.14,29.65,22.64,30.48,69.71,5.78,43.98,Kodo Millet
67.98,29.42,55.16,18.1,61.23,7.02,49.08,Beetroot
28.06,29.0,42.9,26.33,51.71,6.21,98.05,Niger Seed
55.94,32.37,36.1,24.4,70.37,6.01,107.61,Finger Millet
84.29,42.62,103.94,10.75,60.44,6.26,93.27,Apple
61.39,32.82,34.65,28.8,66.09,6.38,63.47,Groundnut
64.61,51.56,64.67,19.83,51.67,7.55,39.77,Garlic
55.12,40.16,35.91,29.19,59.27,6.26,76.07,Green Gram
94.05,49.74,55.14,17.55,73.37,6.56,66.9,Cabbage
37.97,36.44,53.47,28.53,75.28,6.35,57.59,Pumpkin
132.51,72.12,121.21,30.91,88.8,5.93,188.35,Banana
89.35,35.75,98.4,27.46,62.92,6.02,64.66,Pomegranate
46.25,25.69,28.44,30.24,50.88,7.29,61.53,Green Gram
77.37,25.87,69.2,29.85,73.12,6.51,67.97,Bottle Gourd
63.23,24.18,26.75,21.42,60.61,6.24,31.04,Radish
57.21,38.8,59.07,17.81,54.33,6.43,40.02,Garlic
30.28,29.23,30.33,21.58,59.29,6.71,84.95,Rajma
78.38,38.17,83.52,19.74,60.63,6.08,229.42,Litchi
24.18,29.74,33.02,16.29,57.97,6.46,95.37,Rajma
34.53,29.03,29.09,20.25,63.55,6.92,89.33,Niger Seed
40.18,27.36,34.04,24.37,56.39,6.8,53.68,Peas
36.49,29.32,26.2,29.33,50.57,6.62,59.28,Cowpea
62.73,30.83,54.19,21.03,55.47,6.2,48.72,Carrot
41.28,27.93,23.14,30.89,47.86,7.15,75.39,Green Gram
38.06,23.94,24.69,25.4,60.84,6.35,95.38,Soybean
83.73,41.65,69.81,20.76,61.21,6.49,67.82,Cabbage
107.55,48.64,67.62,30.68,96.57,4.66,307.16,Rubber
76.82,47.17,86.51,14.55,55.05,5.99,116.47,Apple
41.94,27.5,21.66,31.51,44.09,6.22,36.49,Pearl Millet
86.6,46.67,58.1,18.3,91.37,4.71,252.18,Tea
106.43,47.5,97.23,27.17,79.12,6.85,177.44,Coconut
37.2,20.76,32.99,29.58,53.13,7.0,95.31,Red Gram
69.96,46.85,31.8,26.07,61.36,6.06,105.54,Maize
24.17,28.83,26.65,26.17,57.84,6.87,95.52,Field Bean
38.66,25.8,35.52,26.51,46.9,6.87,57.99,Safflower
40.97,27.43,30.53,31.3,60.95,5.83,65.59,Cowpea
39.51,25.03,23.16,27.18,59.04,5.97,87.55,Niger Seed
112.46,61.23,138.26,30.35,79.21,6.9,175.45,Banana
87.26,46.16,29.55,24.04,59.84,6.57,88.07,Wheat
101.15,54.96,91.24,25.2,68.93,6.55,90.26,Papaya
111.91,48.74,49.48,29.69,80.06,5.79,144.15,Rice
60.03,27.57,25.61,20.58,44.57,6.4,39.46,Mustard
29.19,28.3,27.52,36.52,54.29,6.27,88.12,Sesame
34.44,31.28,31.53,30.6,56.44,7.37,67.51,Green Gram
76.25,32.91,86.79,10.53,60.25,5.56,112.61,Apple
80.6,58.39,60.92,27.92,47.59,6.53,61.21,Chilli
80.38,43.39,76.08,28.8,78.67,6.09,267.01,Arecanut
98.97,58.06,41.48,28.04,83.62,6.48,242.54,Rice
108.63,58.53,65.36,24.18,81.55,4.74,247.57,Tea
33.24,27.61,30.03,31.2,57.09,6.9,69.8,Green Gram
84.54,41.76,69.84,28.14,81.71,5.32,150.49,Pineapple
87.85,53.91,78.36,30.29,73.03,5.48,107.51,Pomegranate
71.34,43.71,65.92,13.07,61.09,6.56,115.03,Apple
95.72,45.94,48.01,25.82,82.98,4.67,181.54,Tea
64.7,43.75,42.35,30.38,64.94,6.67,44.86,Cucumber
60.42,25.93,65.81,21.9,57.94,6.14,51.52,Carrot
117.05,56.36,91.52,24.44,67.48,5.43,63.32,Potato
128.64,64.93,118.84,25.95,80.56,6.41,134.88,Banana
76.59,38.64,105.84,23.78,64.32,6.5,85.94,Pomegranate
92.78,42.76,51.39,24.77,83.18,6.0,212.17,Rice
45.21,30.48,27.24,24.28,57.46,6.38,103.8,Field Bean
87.02,50.87,80.98,29.46,72.59,4.76,251.72,Pineapple
85.92,43.46,95.37,23.88,82.7,5.38,263.19,Pineapple
92.81,41.94,62.18,16.99,71.14,6.55,90.5,Cauliflower
70.89,28.39,90.45,3.14,67.69,6.59,111.5,Apple
90.15,51.44,83.18,31.58,79.71,5.22,253.72,Rubber
52.48,46.83,51.77,30.85,78.27,6.66,67.83,Cucumber
56.88,33.04,57.72,23.42,59.97,6.07,49.03,Carrot
91.55,68.78,105.87,17.63,76.08,6.18,70.45,Potato
51.75,31.73,28.8,11.99,52.72,6.89,35.58,Mustard
66.54,36.98,31.22,19.4,63.18,6.55,57.75,Radish
37.04,30.09,29.92,28.56,44.21,6.4,61.06,Cowpea
50.34,29.37,27.24,27.55,56.83,6.89,77.74,Green Gram
76.72,55.58,83.86,25.88,68.36,6.39,115.82,Papaya
58.12,34.47,31.04,34.24,38.66,6.6,43.36,Pearl Millet
50.31,28.0,23.51,18.04,52.49,7.31,59.31,Linseed
72.52,64.78,64.35,26.71,77.54,6.08,73.3,Tomato
104.1,40.59,44.82,18.01,60.67,6.27,65.56,Cabbage
87.25,39.77,68.32,26.93,48.07,6.66,65.88,Pomegranate
27.71,29.28,25.41,24.32,53.12,7.29,67.25,Field Bean
64.37,31.72,65.01,32.03,78.09,6.15,77.42,Pumpkin
43.27,29.09,31.51,23.74,43.54,6.69,52.53,Safflower
50.16,25.25,64.59,31.95,64.13,7.18,63.83,Pumpkin
50.73,36.62,30.23,29.83,59.6,6.78,77.01,Groundnut
97.14,60.52,80.46,30.15,82.18,6.64,274.03,Arecanut
75.56,48.3,79.78,22.73,50.37,6.18,57.43,Pomegranate
110.92,52.98,90.58,24.18,82.34,6.33,299.53,Arecanut
91.53,44.6,29.05,23.19,47.86,6.95,82.97,Barley
104.99,69.23,56.45,33.04,59.99,6.16,76.59,Chilli
45.69,29.45,23.33,19.04,53.47,6.92,50.21,Radish
100.4,56.98,68.72,27.33,57.49,6.99,80.48,Chilli
121.95,51.74,62.31,16.79,62.05,6.56,59.41,Cabbage
50.02,35.87,23.56,32.64,38.77,6.78,62.49,Groundnut
84.82,42.54,69.23,28.08,64.49,6.7,123.97,Guava
87.4,51.09,86.64,29.22,80.34,5.36,339.0,Rubber
40.3,29.52,42.31,23.79,48.06,6.63,120.61,Kodo Millet
46.72,25.41,55.39,29.53,67.72,6.62,78.58,Bottle Gourd
39.45,32.91,31.98,30.04,59.19,6.18,87.38,Sesame
47.32,23.46,78.17,22.23,72.91,6.93,63.51,Bottle Gourd
79.86,44.82,85.3,25.54,83.36,5.58,212.78,Pineapple
84.08,31.95,80.02,34.55,72.17,6.31,71.05,Pomegranate
65.39,48.14,60.87,16.53,57.53,6.97,53.18,Garlic
93.75,25.87,93.42,10.55,59.3,6.28,89.1,Apple
91.64,33.69,74.19,28.59,74.89,6.36,184.69,Litchi
25.86,21.07,28.13,12.12,59.57,5.81,56.16,Peas
75.24,51.54,85.3,16.54,66.3,5.72,61.31,Potato
72.34,32.37,29.62,24.01,84.43,6.76,97.79,Finger Millet
94.79,47.15,63.88,26.41,72.74,4.85,230.78,Tea
95.86,54.14,66.46,25.05,66.52,6.27,68.52,Tomato
59.08,21.3,25.93,24.55,49.52,7.17,105.41,Red Gram
43.76,20.96,55.77,27.34,71.31,6.79,49.55,Pumpkin
108.93,48.55,84.76,23.63,56.27,6.51,78.79,Grapes
103.65,44.39,106.06,26.08,58.6,7.07,81.46,Grapes
95.7,69.16,96.07,25.22,70.3,6.9,142.56,Mango
48.13,25.85,37.61,17.55,50.87,7.29,67.14,Linseed
33.91,30.48,28.74,25.21,38.66,5.95,41.18,Foxtail Millet
54.82,34.06,33.06,27.47,57.27,6.34,68.26,Green Gram
89.74,37.74,29.31,17.61,51.92,6.05,61.49,Barley
94.46,73.55,104.46,26.31,72.1,6.78,152.56,Orange
71.34,46.8,26.73,26.98,63.44,6.35,97.46,Maize
66.49,47.75,95.7,24.24,62.6,6.51,130.79,Papaya
20.99,25.52,28.64,29.41,47.81,6.1,65.43,Horse Gram
28.02,35.4,33.72,21.35,51.45,6.7,57.7,Linseed
53.22,26.12,44.41,30.45,65.34,6.09,193.56,Cashew
24.0,26.1,37.44,26.53,64.32,6.31,78.16,Cowpea
51.25,32.86,26.03,32.01,68.59,5.9,83.34,Kodo Millet
23.06,27.42,31.77,20.36,57.74,7.89,55.42,Chickpea
71.81,58.03,77.07,30.31,58.38,6.83,134.26,Guava
57.84,15.4,69.0,17.22,54.09,6.43,46.42,Carrot
18.06,27.76,29.25,25.56,43.29,7.14,102.39,Red Gram
64.34,31.33,27.06,23.98,59.84,6.3,103.31,Castor
87.47,47.05,83.06,13.19,62.64,5.95,111.36,Apple
73.32,39.72,44.63,26.79,72.55,6.9,124.23,Maize
56.89,35.83,27.49,28.38,54.75,6.12,48.08,Little Millet
90.9,47.97,101.72,11.63,59.2,6.77,113.26,Apple
64.34,36.39,81.88,27.9,78.84,5.98,168.1,Litchi
24.53,28.6,26.32,32.82,47.88,6.34,83.48,Red Gram
41.14,28.44,27.85,30.3,50.51,6.34,76.74,Cowpea
109.72,54.22,58.35,18.09,73.82,6.1,65.18,Cabbage
96.79,50.98,79.81,27.56,79.06,6.49,204.35,Arecanut
44.42,32.71,19.74,29.72,55.58,6.76,137.52,Red Gram
46.83,29.9,28.04,28.04,51.3,6.59,92.34,Foxtail Millet
137.78,63.88,112.37,30.4,78.88,5.88,162.39,Banana
43.51,34.59,25.39,14.76,47.05,6.36,42.53,Mustard
95.9,50.22,91.16,28.37,76.86,5.34,240.35,Coconut
35.85,29.84,36.01,26.3,61.15,6.69,122.13,Black Gram
83.32,37.89,87.75,35.6,64.62,7.14,114.69,Orange
116.27,53.82,62.57,27.67,63.94,6.1,72.42,Onion
29.78,34.45,33.78,31.63,54.21,6.41,63.51,Sesame
40.57,33.25,36.91,25.03,45.75,6.51,78.4,Kodo Millet
40.1,27.72,36.58,18.22,61.31,6.36,54.29,Radish
77.65,40.46,27.15,17.62,50.67,6.67,46.6,Barley
61.01,36.01,38.47,33.34,34.61,6.73,55.68,Sorghum
55.51,29.66,30.45,22.05,44.12,7.34,43.61,Chickpea
47.62,27.84,21.17,28.42,59.99,6.53,77.82,Castor
32.68,30.97,34.48,26.43,56.63,5.88,72.46,Cowpea
96.08,49.18,58.53,23.74,71.65,6.67,86.42,Cauliflower
116.56,49.36,54.66,19.75,71.63,6.56,71.46,Cabbage
96.62,50.72,89.32,30.54,67.34,6.71,62.51,Pomegranate
37.85,34.51,32.64,26.03,62.53,6.04,90.39,Rajma
109.26,48.7,92.41,23.8,70.29,6.7,158.86,Papaya
87.49,64.67,55.32,29.0,66.97,7.41,68.66,Chilli
32.65,23.49,39.18,31.16,48.85,6.83,109.94,Red Gram
41.96,27.9,24.4,29.74,56.71,6.92,50.94,Foxtail Millet
32.42,26.48,28.28,33.7,50.55,5.46,57.76,Horse Gram
54.43,35.0,24.64,30.19,55.42,6.41,77.11,Foxtail Millet
51.69,25.68,27.56,19.46,51.28,7.11,64.41,Linseed
122.56,57.16,51.53,20.56,76.78,5.69,55.02,Brinjal
39.78,24.83,31.22,29.13,61.81,6.78,51.61,Black Gram
107.87,55.93,112.88,31.9,51.82,5.97,73.75,Grapes
37.86,28.26,31.59,23.08,50.97,6.87,80.58,Black Gram
114.29,45.7,74.31,30.78,81.9,6.1,272.6,Arecanut
105.19,58.12,71.64,22.26,74.48,6.29,227.36,Arecanut
43.04,39.71,27.62,22.94,48.35,7.47,119.98,Red Gram
41.36,26.26,32.33,27.24,55.67,6.88,64.23,Groundnut
40.91,33.01,38.72,27.04,54.54,6.86,94.63,Little Millet
82.01,43.22,49.58,30.8,63.6,6.45,70.77,Cucumber
73.38,43.93,69.77,22.21,66.25,6.16,75.28,Cauliflower
26.66,45.24,31.88,18.59,47.83,7.14,50.78,Linseed
84.4,69.91,74.52,30.38,89.06,5.55,324.17,Rubber
43.87,34.55,33.47,22.08,54.97,6.61,100.98,Rajma
93.37,57.78,63.38,20.28,71.35,6.57,76.89,Cabbage
39.27,26.4,47.2,14.93,59.43,5.97,58.26,Beetroot
44.98,27.83,35.83,23.01,45.99,6.6,120.25,Red Gram
78.04,25.97,51.3,34.65,78.03,6.66,51.44,Cucumber
38.13,33.9,33.11,19.83,51.7,6.78,38.15,Lentil
64.87,36.5,22.43,34.92,47.34,6.51,86.97,Castor
67.65,28.07,28.85,31.68,52.95,6.86,92.39,Sunflower
106.44,49.11,101.14,30.96,79.85,5.21,239.33,Rubber
58.7,32.41,55.73,28.8,74.93,7.12,85.99,Pumpkin
84.03,54.98,66.97,28.05,72.95,7.19,112.7,Brinjal
48.9,24.58,27.76,25.45,55.47,7.01,100.46,Black Gram
89.87,63.79,54.45,21.26,59.37,6.04,76.26,Chilli
54.55,34.54,35.13,19.57,46.66,7.27,73.22,Linseed
52.75,30.68,19.42,24.84,57.98,6.86,79.71,Little Millet
37.26,30.94,22.3,29.91,38.88,6.89,77.63,Green Gram
75.16,46.34,45.33,28.47,76.34,4.85,216.26,Tea
31.98,37.81,31.31,22.06,47.83,6.12,44.11,Lentil
105.02,52.57,83.7,23.88,62.31,6.64,78.1,Grapes
45.44,40.47,36.39,21.87,60.52,6.21,154.93,Soybean
44.24,22.66,35.72,31.41,59.01,6.24,89.06,Kodo Millet
80.1,45.73,61.85,21.02,80.68,6.08,226.83,Coffee
60.93,30.82,56.92,17.97,67.39,6.35,52.49,Bottle Gourd
69.85,36.06,28.68,42.13,41.71,6.97,54.24,Pearl Millet
66.12,21.7,66.21,18.3,64.45,6.11,48.25,Carrot
53.97,32.31,29.1,32.27,48.74,6.49,110.85,Red Gram
92.77,53.14,119.5,29.05,57.87,7.27,98.75,Grapes
94.61,62.27,92.2,30.86,63.83,5.58,89.0,Orange
88.92,52.92,61.67,22.52,76.47,4.89,179.25,Tea
92.14,47.72,87.33,21.44,65.25,5.9,78.03,Potato
82.07,73.64,102.23,29.11,65.8,6.89,103.96,Mango
71.92,46.76,49.59,16.78,52.32,6.69,36.54,Garlic
112.28,51.66,75.66,24.9,83.53,5.02,206.15,Tea
83.7,75.0,69.21,26.2,63.2,6.83,95.56,Tomato
94.52,44.38,74.83,30.36,81.78,6.01,210.5,Arecanut
107.23,48.76,85.83,25.5,74.06,6.0,192.67,Arecanut
124.84,62.88,132.86,33.68,87.2,6.51,262.94,Banana
29.61,29.16,30.54,27.56,66.94,7.58,89.72,Niger Seed
88.27,47.92,79.99,27.73,71.61,6.17,225.34,Arecanut
42.65,35.41,30.05,19.95,55.95,6.49,60.91,Peas
77.87,24.24,25.28,28.42,54.64,6.97,43.71,Sunflower
80.96,68.39,71.8,30.71,69.87,6.89,86.2,Chilli
38.01,31.51,26.78,17.07,44.22,6.68,50.79,Safflower
45.13,31.88,29.62,28.05,47.18,6.49,82.67,Kodo Millet
100.03,73.73,105.54,18.99,64.17,5.39,49.05,Potato
60.2,46.7,46.87,23.16,59.31,6.27,42.29,Garlic
63.76,35.69,58.12,25.79,60.44,6.55,90.07,Pumpkin
86.51,46.09,112.63,31.21,71.78,6.55,166.82,Orange
61.92,48.69,66.07,23.32,68.3,6.73,61.61,Onion
61.97,32.45,75.11,11.28,61.46,7.0,45.58,Beetroot
142.31,68.66,122.27,33.2,76.99,6.43,198.41,Banana
31.16,34.32,26.64,30.9,43.91,6.79,51.22,Horse Gram
82.86,34.35,73.43,28.25,79.82,6.01,115.55,Litchi
80.82,64.1,82.36,21.95,64.29,7.06,84.03,Chilli
37.37,34.77,27.38,27.13,66.16,6.61,100.46,Soybean
90.75,66.57,95.96,31.95,81.82,5.07,286.63,Rubber
32.89,25.98,23.29,21.08,43.97,6.85,81.62,Safflower
59.1,35.47,51.96,17.9,56.92,6.58,48.55,Carrot
108.29,49.96,112.1,25.78,96.93,6.8,251.3,Coconut
51.97,28.23,50.76,20.43,55.18,6.85,63.84,Carrot
102.03,42.35,29.53,17.82,52.88,6.61,58.52,Wheat
43.19,22.77,65.1,20.27,51.43,7.1,43.15,Carrot
81.7,36.23,83.56,27.43,60.8,6.83,79.87,Pomegranate
68.53,37.3,30.97,17.76,64.8,6.97,61.0,Barley
36.53,31.57,26.34,11.37,55.05,6.41,63.99,Peas
33.42,37.54,27.33,28.73,51.2,6.33,78.1,Horse Gram
70.89,33.82,27.45,32.16,45.37,7.17,71.57,Sorghum
59.26,25.83,65.11,19.65,58.48,6.77,75.9,Carrot
68.8,62.11,85.44,23.85,50.5,6.43,120.5,Orange
106.85,45.46,77.56,29.6,91.98,5.63,295.23,Rubber
55.98,28.14,29.81,25.71,75.86,6.43,123.86,Soybean
55.13,19.93,32.14,22.57,59.9,6.31,66.5,Soybean
40.92,29.32,24.88,23.84,49.29,6.34,113.56,Little Millet
84.46,59.67,80.87,29.01,84.76,6.26,173.84,Arecanut
58.13,29.73,19.95,32.47,53.67,6.03,89.71,Castor
82.56,62.08,51.91,28.33,56.6,6.68,87.75,Chilli
110.84,67.09,114.6,32.11,76.95,6.28,227.82,Banana
69.67,42.48,82.25,37.24,61.55,6.67,98.52,Pomegranate
44.12,31.18,25.13,15.93,52.98,7.23,63.05,Lentil
28.19,30.7,29.89,24.82,50.36,6.53,121.72,Red Gram
38.96,29.84,34.36,28.97,56.2,7.19,83.67,Kodo Millet
59.07,32.89,29.82,22.51,63.67,6.22,53.34,Radish
97.17,64.31,92.01,23.86,76.33,6.91,142.94,Orange
108.53,48.54,54.95,32.76,56.25,7.17,67.78,Chilli
87.0,34.9,82.02,26.33,52.9,5.66,36.29,Pomegranate
65.31,38.21,28.78,27.57,44.98,7.28,63.28,Sorghum
34.32,30.78,30.91,15.46,60.74,6.62,79.13,Peas
55.87,30.08,32.63,29.58,39.72,5.6,123.96,Foxtail Millet
20.19,29.84,26.5,18.91,43.98,6.72,53.7,Rajma
62.81,32.05,26.33,31.53,49.77,6.56,71.42,Castor
117.98,74.33,62.39,24.47,67.77,6.55,42.03,Brinjal
69.56,31.7,63.97,21.09,63.43,7.28,57.71,Garlic
90.13,50.71,67.0,22.58,76.15,6.47,68.03,Cabbage
36.68,22.99,35.51,28.17,58.05,6.98,83.14,Black Gram
43.15,22.41,28.27,27.53,61.18,6.48,98.63,Field Bean
45.59,25.86,22.24,19.89,50.4,6.45,49.73,Linseed
99.3,57.79,91.31,29.93,69.87,7.4,80.79,Grapes
77.27,52.77,67.72,28.98,63.4,6.75,51.28,Onion
69.1,43.91,65.06,19.07,53.28,6.48,53.73,Garlic
53.86,24.15,34.29,24.98,54.19,6.87,90.14,Castor
110.03,51.72,51.56,28.76,77.17,6.19,230.97,Rice
99.71,49.7,60.37,17.37,75.35,6.29,75.47,Cauliflower
69.64,34.28,26.77,10.8,47.22,6.57,39.13,Mustard
70.1,37.57,89.21,29.95,89.81,6.18,158.6,Litchi
36.69,30.58,24.29,23.42,60.2,6.51,80.33,Niger Seed
58.26,36.8,30.18,29.61,68.59,6.57,114.4,Finger Millet
41.09,27.81,31.86,25.06,65.6,6.08,82.29,Black Gram
64.65,28.89,22.1,29.76,53.09,6.43,44.15,Sunflower
35.32,30.08,33.36,20.39,48.79,7.72,64.91,Lentil
52.1,40.25,36.32,34.5,60.07,6.44,99.79,Okra
53.26,31.18,70.53,19.85,65.67,6.51,58.49,Carrot
43.75,30.23,33.75,24.41,64.54,6.82,116.51,Soybean
35.66,30.36,38.76,31.28,54.63,7.07,122.17,Red Gram
87.05,41.56,78.97,29.08,60.08,6.33,74.1,Pomegranate
37.58,31.61,37.45,25.2,66.27,6.54,65.22,Soybean
70.13,44.85,78.91,23.94,57.04,6.55,102.97,Guava
92.41,65.73,100.37,25.05,76.62,6.13,195.26,Mango
96.48,53.65,47.33,34.62,85.77,6.5,250.27,Rice
62.7,25.89,44.88,27.22,68.71,6.3,218.14,Cashew
105.1,57.4,41.72,24.23,66.02,7.05,74.13,Chilli
65.73,28.79,50.89,22.68,58.04,6.52,41.81,Carrot
62.76,33.64,36.34,28.48,52.19,7.0,91.16,Castor
69.74,42.97,36.04,24.59,74.69,6.66,78.96,Okra
26.83,26.16,32.96,16.59,49.18,7.12,54.23,Peas
79.81,52.28,45.76,23.28,51.54,6.51,47.07,Onion
103.16,47.76,44.36,26.27,77.07,6.08,249.73,Rice
88.88,56.24,48.9,28.98,73.39,6.22,227.02,Rice
57.77,31.48,25.38,18.44,39.15,6.72,47.26,Mustard
37.75,29.76,35.76,15.79,66.51,6.98,59.68,Radish
64.86,37.7,62.08,22.3,56.61,6.8,77.15,Carrot
52.71,22.45,54.76,26.76,76.75,7.3,77.81,Pumpkin
68.15,45.11,72.11,25.48,69.92,6.52,98.95,Tomato
85.58,41.45,51.37,20.69,62.85,6.02,95.24,Cabbage
54.38,40.51,31.62,18.17,49.63,6.73,64.68,Garlic
54.62,27.29,52.31,19.64,63.63,7.38,71.88,Beetroot
89.78,46.7,87.97,30.72,71.75,6.49,202.88,Litchi
37.2,26.82,27.84,24.33,59.69,6.22,114.16,Niger Seed
105.15,66.16,100.75,23.74,76.44,6.8,85.1,Papaya
76.29,47.33,69.12,24.87,81.34,5.63,217.91,Coffee
104.91,52.43,112.85,26.96,70.65,5.93,243.82,Coconut
76.59,48.52,69.83,23.95,75.78,7.22,108.74,Guava
69.3,23.66,30.04,14.34,53.75,5.95,69.86,Mustard
52.16,34.78,32.61,15.46,52.28,6.32,64.66,Lentil
108.0,39.38,32.85,13.69,36.84,7.21,62.08,Barley
29.36,34.99,30.89,35.32,52.41,6.71,74.33,Green Gram
34.36,28.69,22.73,21.22,50.53,7.18,17.27,Lentil
87.9,67.39,96.38,31.14,66.81,6.81,184.84,Papaya
42.0,25.91,33.1,25.33,57.13,5.53,72.72,Foxtail Millet
103.23,49.7,84.17,33.84,86.92,6.18,218.34,Arecanut
39.82,37.48,32.03,20.66,67.42,7.44,60.93,Radish
44.82,26.41,22.15,22.08,58.86,7.01,64.32,Linseed
65.24,27.25,86.13,29.66,71.64,7.05,53.35,Bottle Gourd
102.34,56.78,107.4,29.1,74.37,7.49,260.91,Coconut
65.61,42.47,53.61,28.68,66.21,6.74,42.15,Okra
66.61,24.55,61.6,20.1,60.28,6.64,48.54,Carrot
88.8,50.78,62.8,14.65,76.49,6.51,80.44,Cauliflower
113.05,64.0,107.39,30.79,76.5,7.15,179.37,Mango
58.31,32.83,60.38,13.7,59.62,7.07,41.15,Beetroot
99.73,48.58,54.94,19.23,68.03,7.07,106.56,Cauliflower
74.57,40.47,51.63,30.25,74.92,6.48,93.93,Cucumber
98.97,65.87,104.16,21.93,55.75,7.29,98.16,Orange
115.87,57.48,80.57,23.64,79.75,6.16,256.12,Arecanut
50.63,34.29,30.97,26.46,51.85,7.14,104.35,Foxtail Millet
34.15,37.33,29.06,25.86,51.72,6.42,82.26,Field Bean
41.45,24.21,33.74,26.92,61.14,6.45,62.51,Cowpea
39.53,27.93,20.76,27.65,61.51,6.8,66.83,Sesame
35.14,37.01,28.0,30.72,68.37,6.89,91.63,Red Gram
75.5,34.08,24.16,13.75,50.81,6.74,50.92,Barley
39.12,28.51,31.62,29.82,50.9,6.34,89.42,Field Bean
48.23,23.48,36.09,23.73,58.97,7.25,91.21,Soybean
110.24,49.43,42.3,27.8,57.59,6.62,95.17,Maize
129.99,67.77,113.71,30.13,82.79,6.81,218.84,Banana
53.19,37.38,28.89,29.35,58.47,6.58,99.3,Groundnut
66.83,34.53,67.07,24.78,67.76,5.98,159.51,Cashew
54.48,28.86,26.15,19.5,65.08,6.26,51.64,Radish
43.67,32.81,23.46,26.84,61.55,7.18,74.02,Kodo Millet
47.44,34.22,41.39,27.93,46.41,6.86,88.23,Little Millet
43.88,26.31,29.48,19.88,49.51,6.75,66.17,Chickpea
60.42,27.32,27.6,31.34,59.03,6.91,61.84,Groundnut
45.53,31.53,34.35,20.71,57.79,7.22,42.57,Linseed
47.67,29.07,65.37,26.9,67.84,6.9,58.23,Bottle Gourd
83.39,62.88,68.86,21.64,87.78,6.31,185.36,Coffee
146.7,64.62,128.77,30.34,79.64,6.95,229.94,Banana
46.19,38.57,34.01,17.49,52.09,7.16,72.77,Chickpea
55.55,29.55,71.86,24.99,63.47,6.94,54.37,Carrot
110.38,59.83,99.61,29.89,61.18,7.11,225.18,Mango
90.61,51.49,44.98,28.14,65.47,6.48,71.44,Onion
50.8,18.43,19.52,28.41,59.2,6.57,89.82,Kodo Millet
42.66,33.25,26.31,24.7,43.83,6.55,112.39,Foxtail Millet
19.57,28.01,19.3,24.48,61.67,6.95,92.77,Rajma
129.25,68.67,139.38,32.76,88.21,6.36,212.27,Banana
60.9,21.47,54.16,20.29,58.01,6.71,67.19,Beetroot
58.91,24.34,37.63,34.91,53.4,6.68,74.28,Red Gram
94.78,47.43,92.48,8.29,55.29,5.74,87.55,Apple
39.15,32.38,35.03,26.31,53.19,6.39,96.83,Kodo Millet
55.66,21.39,79.92,21.47,60.71,6.65,71.83,Beetroot
89.05,66.44,61.05,28.55,71.99,6.62,58.13,Brinjal
76.87,48.25,89.19,27.04,80.55,5.35,144.4,Pineapple
55.87,25.93,76.67,23.76,65.77,6.15,69.94,Beetroot
76.8,48.49,76.13,23.02,76.41,6.33,242.61,Pineapple
25.85,32.88,26.86,32.88,54.78,6.37,69.35,Green Gram
41.93,24.87,34.14,24.7,34.33,6.81,72.4,Cowpea
46.73,27.64,33.57,23.8,48.81,5.87,63.56,Chickpea
58.68,34.9,29.71,20.15,62.66,6.78,42.35,Radish
89.39,56.72,59.66,22.12,61.79,6.79,110.26,Brinjal
80.95,56.88,95.07,30.24,57.68,6.89,91.52,Grapes
68.26,22.37,25.2,29.67,34.94,6.49,44.03,Pearl Millet
104.1,47.03,120.97,33.16,67.93,6.61,303.96,Coconut
74.25,50.85,36.3,28.72,71.29,6.47,80.42,Cucumber
46.09,31.37,66.24,24.29,64.63,6.63,79.2,Pumpkin
55.9,35.32,25.1,24.27,60.55,6.96,69.62,Castor
29.62,31.64,27.23,28.23,58.57,6.37,59.28,Horse Gram
27.08,39.63,29.55,29.94,48.86,7.11,84.99,Green Gram
52.92,28.86,76.16,27.18,72.31,6.61,125.97,Cashew
106.15,44.21,58.81,23.83,82.41,4.9,284.91,Tea
57.31,33.88,37.48,26.3,55.18,5.82,97.44,Little Millet
53.73,24.79,19.35,27.75,59.57,6.76,68.26,Foxtail Millet
31.85,26.26,45.29,24.26,57.02,7.4,102.19,Niger Seed
57.63,32.81,26.93,24.02,49.09,7.59,61.87,Safflower
83.94,52.83,27.19,32.18,67.02,7.39,106.79,Maize
79.02,60.9,79.49,28.06,71.87,6.73,132.74,Guava
62.09,30.27,30.22,27.56,49.15,6.39,78.41,Sunflower
88.21,48.43,72.73,21.48,71.36,5.91,125.99,Litchi
74.24,35.33,76.33,17.74,62.08,6.58,36.7,Garlic
